,Link,Name,Spots
70306,/camping/paha/r/facilityDetails.do?contractCode=NRSO&parkId=70306,PAHA,0
120066,/camping/palomar-mountain-sp/r/facilityDetails.do?contractCode=CA&parkId=120066,PALOMAR MOUNTAIN SP,2
70649,/camping/panther-flat-campground/r/facilityDetails.do?contractCode=NRSO&parkId=70649,PANTHER FLAT CAMPGROUND,27
73782,/camping/paradise/r/facilityDetails.do?contractCode=NRSO&parkId=73782,PARADISE,10
71566,/camping/paradise-cove/r/facilityDetails.do?contractCode=NRSO&parkId=71566,PARADISE COVE,50
940022,/camping/parson-landing-campground/r/facilityDetails.do?contractCode=CTLN&parkId=940022,PARSON LANDING CAMPGROUND,0
71527,/camping/pass-creek-campground/r/facilityDetails.do?contractCode=NRSO&parkId=71527,PASS CREEK CAMPGROUND,15
70640,/camping/patrick-creek-campground/r/facilityDetails.do?contractCode=NRSO&parkId=70640,PATRICK CREEK CAMPGROUND,8
120067,/camping/patricks-point-sp/r/facilityDetails.do?contractCode=CA&parkId=120067,PATRICKS POINT SP,0
75492,/camping/pearch-creek-campground/r/facilityDetails.do?contractCode=NRSO&parkId=75492,PEARCH CREEK CAMPGROUND,4
120068,/camping/pfeiffer-big-sur-sp/r/facilityDetails.do?contractCode=CA&parkId=120068,PFEIFFER BIG SUR SP,0
70566,/camping/pine-glen/r/facilityDetails.do?contractCode=NRSO&parkId=70566,PINE GLEN,3
71526,/camping/pine-point/r/facilityDetails.do?contractCode=NRSO&parkId=71526,PINE POINT,1
70541,/camping/pinecrest/r/facilityDetails.do?contractCode=NRSO&parkId=70541,PINECREST,0
70585,/camping/pineknot/r/facilityDetails.do?contractCode=NRSO&parkId=70585,PINEKNOT,23
73635,/camping/pines-group-stanislaus/r/facilityDetails.do?contractCode=NRSO&parkId=73635,PINES GROUP STANISLAUS,0
73984,/camping/pinnacles-campground/r/facilityDetails.do?contractCode=NRSO&parkId=73984,PINNACLES CAMPGROUND,79
71567,/camping/pioneer-point/r/facilityDetails.do?contractCode=NRSO&parkId=71567,PIONEER POINT,73
70597,/camping/pioneer-trail/r/facilityDetails.do?contractCode=NRSO&parkId=70597,PIONEER TRAIL,0
70554,/camping/pipi-campground/r/facilityDetails.do?contractCode=NRSO&parkId=70554,PIPI CAMPGROUND,7
120070,/camping/pismo-sb/r/facilityDetails.do?contractCode=CA&parkId=120070,PISMO SB,7
70161,/camping/plaskett-creek-campground/r/facilityDetails.do?contractCode=NRSO&parkId=70161,PLASKETT CREEK CAMPGROUND,0
120100,/camping/plumaseureka-sp/r/facilityDetails.do?contractCode=CA&parkId=120100,PLUMAS-EUREKA SP,0
120072,/camping/point-mugu-sp/r/facilityDetails.do?contractCode=CA&parkId=120072,POINT MUGU SP,0
72393,/camping/point-reyes-national-seashore-campground/r/facilityDetails.do?contractCode=NRSO&parkId=72393,Point Reyes National Seashore Campground,0
71996,/camping/ponderosa-campground/r/facilityDetails.do?contractCode=NRSO&parkId=71996,PONDEROSA CAMPGROUND,8
72294,/camping/ponderosa-cove-campground/r/facilityDetails.do?contractCode=NRSO&parkId=72294,PONDEROSA COVE CAMPGROUND,0
120073,/camping/portola-redwoods-sp/r/facilityDetails.do?contractCode=CA&parkId=120073,PORTOLA REDWOODS SP,0
72461,/camping/potwisha-campground/r/facilityDetails.do?contractCode=NRSO&parkId=72461,POTWISHA CAMPGROUND,0
120074,/camping/prairie-creek-redwoods-sp-elk-prairie-campground/r/facilityDetails.do?contractCode=CA&parkId=120074,PRAIRIE CREEK REDWOODS SP ELK PRAIRIE CAMPGROUND,34
124700,/camping/prairie-creek-redwoods-sp-gold-bluffs-beach-campground/r/facilityDetails.do?contractCode=CA&parkId=124700,PRAIRIE CREEK REDWOODS SP GOLD BLUFFS BEACH CAMPGROUND,2
71548,/camping/princess/r/facilityDetails.do?contractCode=NRSO&parkId=71548,PRINCESS,78
75053,/camping/prosser-family/r/facilityDetails.do?contractCode=NRSO&parkId=75053,PROSSER FAMILY,21
70183,/camping/prosser-ranch-group/r/facilityDetails.do?contractCode=NRSO&parkId=70183,PROSSER RANCH GROUP,0
72292,/camping/pyramid-lake--los-alamos-campground/r/facilityDetails.do?contractCode=NRSO&parkId=72292,PYRAMID LAKE - LOS ALAMOS CAMPGROUND,89
71610,/camping/quaking-aspen/r/facilityDetails.do?contractCode=NRSO&parkId=71610,QUAKING ASPEN,15
75433,/camping/ramshorn/r/facilityDetails.do?contractCode=NRSO&parkId=75433,RAMSHORN,14
71593,/camping/rancheria/r/facilityDetails.do?contractCode=NRSO&parkId=71593,RANCHERIA,101
71720,/camping/recreation-point/r/facilityDetails.do?contractCode=NRSO&parkId=71720,RECREATION POINT,1
70562,/camping/red-feather-california/r/facilityDetails.do?contractCode=NRSO&parkId=70562,RED FEATHER CALIFORNIA,56
70612,/camping/red-fir/r/facilityDetails.do?contractCode=NRSO&parkId=70612,RED FIR,0
71608,/camping/redwood-meadow/r/facilityDetails.do?contractCode=NRSO&parkId=71608,REDWOOD MEADOW,4
120075,/camping/refugio-sb/r/facilityDetails.do?contractCode=CA&parkId=120075,REFUGIO SB,0
72148,/camping/reversed-creek-campground/r/facilityDetails.do?contractCode=NRSO&parkId=72148,REVERSED CREEK CAMPGROUND,0
120076,/camping/richardson-grove-sp/r/facilityDetails.do?contractCode=CA&parkId=120076,RICHARDSON GROVE SP,0
70317,/camping/robinson-creek-north/r/facilityDetails.do?contractCode=NRSO&parkId=70317,ROBINSON CREEK NORTH,0
71943,/camping/robinson-creek-south/r/facilityDetails.do?contractCode=NRSO&parkId=71943,ROBINSON CREEK SOUTH,0
71598,/camping/rock-creek-sierra-natl-fores/r/facilityDetails.do?contractCode=NRSO&parkId=71598,ROCK CREEK (SIERRA NATL FORES,0
73836,/camping/rock-creek-lake/r/facilityDetails.do?contractCode=NRSO&parkId=73836,ROCK CREEK LAKE,0
75439,/camping/rocky-rest/r/facilityDetails.do?contractCode=NRSO&parkId=75439,ROCKY REST,0
73569,/camping/running-deer-campground/r/facilityDetails.do?contractCode=NRSO&parkId=73569,RUNNING DEER CAMPGROUND,38
70164,/camping/sage-hill/r/facilityDetails.do?contractCode=NRSO&parkId=70164,SAGE HILL,2
75430,/camping/salmon-creek/r/facilityDetails.do?contractCode=NRSO&parkId=75430,SALMON CREEK,19
120080,/camping/salt-point-sp/r/facilityDetails.do?contractCode=CA&parkId=120080,SALT POINT SP,2
120079,/camping/salton-sea-sra/r/facilityDetails.do?contractCode=CA&parkId=120079,SALTON SEA SRA,0
120081,/camping/samuel-p-taylor-sp/r/facilityDetails.do?contractCode=CA&parkId=120081,SAMUEL P. TAYLOR SP,1
120082,/camping/san-clemente-sb/r/facilityDetails.do?contractCode=CA&parkId=120082,SAN CLEMENTE SB,0
120083,/camping/san-elijo-sb/r/facilityDetails.do?contractCode=CA&parkId=120083,SAN ELIJO SB,0
70182,/camping/san-gorgonio/r/facilityDetails.do?contractCode=NRSO&parkId=70182,SAN GORGONIO,47
120084,/camping/san-luis-reservoir-sra/r/facilityDetails.do?contractCode=CA&parkId=120084,SAN LUIS RESERVOIR SRA,136
70983,/camping/san-miguel-island/r/facilityDetails.do?contractCode=NRSO&parkId=70983,SAN MIGUEL ISLAND,9
120085,/camping/san-onofre-sb/r/facilityDetails.do?contractCode=CA&parkId=120085,SAN ONOFRE SB,1
120086,/camping/san-simeon-sp/r/facilityDetails.do?contractCode=CA&parkId=120086,SAN SIMEON SP,165
72076,/camping/sandy-flat/r/facilityDetails.do?contractCode=NRSO&parkId=72076,SANDY FLAT,33
70982,/camping/santa-barbara-island/r/facilityDetails.do?contractCode=NRSO&parkId=70982,SANTA BARBARA ISLAND,0
70981,/camping/santa-cruz-del-norte-backcountry/r/facilityDetails.do?contractCode=NRSO&parkId=70981,SANTA CRUZ DEL NORTE BACKCOUNTRY,0
70980,/camping/santa-cruz-scorpion/r/facilityDetails.do?contractCode=NRSO&parkId=70980,SANTA CRUZ SCORPION,0
70979,/camping/santa-rosa-island/r/facilityDetails.do?contractCode=NRSO&parkId=70979,SANTA ROSA ISLAND,4
75265,/camping/sarah-totten-campground/r/facilityDetails.do?contractCode=NRSO&parkId=75265,SARAH TOTTEN CAMPGROUND,2
75429,/camping/sardine-lake/r/facilityDetails.do?contractCode=NRSO&parkId=75429,SARDINE LAKE,0
70533,/camping/serrano/r/facilityDetails.do?contractCode=NRSO&parkId=70533,SERRANO,0
73900,/camping/shady-cove-group-campground/r/facilityDetails.do?contractCode=NRSO&parkId=73900,SHADY COVE GROUP CAMPGROUND,0
70567,/camping/sherwin-creek/r/facilityDetails.do?contractCode=NRSO&parkId=70567,SHERWIN CREEK,47
71675,/camping/shirttail-creek/r/facilityDetails.do?contractCode=NRSO&parkId=71675,SHIRTTAIL CREEK,16
110550,/camping/sibley-volcanic-regional-preserve/r/facilityDetails.do?contractCode=EB&parkId=110550,Sibley Volcanic Regional Preserve,0
75435,/camping/sierra/r/facilityDetails.do?contractCode=NRSO&parkId=75435,SIERRA,14
70460,/camping/silver-creek/r/facilityDetails.do?contractCode=NRSO&parkId=70460,Silver Creek,0
74160,/camping/silver-creek-group-campground/r/facilityDetails.do?contractCode=NRSO&parkId=74160,SILVER CREEK GROUP CAMPGROUND,0
71672,/camping/silver-creektruckee/r/facilityDetails.do?contractCode=NRSO&parkId=71672,SILVER CREEK-TRUCKEE,13
75194,/camping/silver-lake-campground-june-lake-ca/r/facilityDetails.do?contractCode=NRSO&parkId=75194,SILVER LAKE CAMPGROUND JUNE LAKE (CA,7
70555,/camping/silver-lake-east-eldorado/r/facilityDetails.do?contractCode=NRSO&parkId=70555,SILVER LAKE EAST- ELDORADO,0
71673,/camping/silvertip-group/r/facilityDetails.do?contractCode=NRSO&parkId=71673,SILVERTIP GROUP,0
120088,/camping/silverwood-lake-sra/r/facilityDetails.do?contractCode=CA&parkId=120088,SILVERWOOD LAKE SRA,40
70327,/camping/skyline/r/facilityDetails.do?contractCode=NRSO&parkId=70327,SKYLINE,0
120089,/camping/sonoma-coast-sb/r/facilityDetails.do?contractCode=CA&parkId=120089,SONOMA COAST SB,0
71669,/camping/soquel-campground/r/facilityDetails.do?contractCode=NRSO&parkId=71669,SOQUEL CAMPGROUND,9
120090,/camping/south-carlsbad-sb/r/facilityDetails.do?contractCode=CA&parkId=120090,SOUTH CARLSBAD SB,0
73802,/camping/south-fork-group-ca/r/facilityDetails.do?contractCode=NRSO&parkId=73802,SOUTH FORK GROUP (CA),0
74125,/camping/south-shore-campground/r/facilityDetails.do?contractCode=NRSO&parkId=74125,SOUTH SHORE CAMPGROUND,7
75247,/camping/spanish-creek-campground/r/facilityDetails.do?contractCode=NRSO&parkId=75247,SPANISH CREEK CAMPGROUND,0
71578,/camping/spring-cove/r/facilityDetails.do?contractCode=NRSO&parkId=71578,SPRING COVE,0
71612,/camping/spring-creek/r/facilityDetails.do?contractCode=NRSO&parkId=71612,SPRING CREEK,0
120091,/camping/standishhickey-sra/r/facilityDetails.do?contractCode=CA&parkId=120091,STANDISH-HICKEY SRA,89
70753,/camping/stoney-group-shastatrinity/r/facilityDetails.do?contractCode=NRSO&parkId=70753,STONEY GROUP SHASTA-TRINITY,0
71554,/camping/stony-creek-sequoia/r/facilityDetails.do?contractCode=NRSO&parkId=71554,STONY CREEK SEQUOIA,26
70336,/camping/stumpy-meadows/r/facilityDetails.do?contractCode=NRSO&parkId=70336,STUMPY MEADOWS,27
120093,/camping/sugar-pine-point-sp/r/facilityDetails.do?contractCode=CA&parkId=120093,SUGAR PINE POINT SP,0
120092,/camping/sugarloaf-ridge-sp/r/facilityDetails.do?contractCode=CA&parkId=120092,SUGARLOAF RIDGE SP,15
73745,/camping/summerdale-campground/r/facilityDetails.do?contractCode=NRSO&parkId=73745,SUMMERDALE CAMPGROUND,16
74047,/camping/summit-lake-north/r/facilityDetails.do?contractCode=NRSO&parkId=74047,SUMMIT LAKE NORTH,2
74046,/camping/summit-lake-south/r/facilityDetails.do?contractCode=NRSO&parkId=74046,SUMMIT LAKE SOUTH,0
110028,/camping/sunol/r/facilityDetails.do?contractCode=EB&parkId=110028,Sunol,0
110283,/camping/sunset-campground-ca/r/facilityDetails.do?contractCode=NRSO&parkId=110283,SUNSET CAMPGROUND (CA),0
120094,/camping/sunset-sb/r/facilityDetails.do?contractCode=CA&parkId=120094,SUNSET SB,0
70310,/camping/sunsetunion-valley/r/facilityDetails.do?contractCode=NRSO&parkId=70310,SUNSET-UNION VALLEY,0
71665,/camping/sweetwater/r/facilityDetails.do?contractCode=NRSO&parkId=71665,SWEETWATER,9
75545,/camping/sycamore-grove-campground/r/facilityDetails.do?contractCode=NRSO&parkId=75545,SYCAMORE GROVE CAMPGROUND,30
73585,/camping/table-mountain-angeles/r/facilityDetails.do?contractCode=NRSO&parkId=73585,TABLE MOUNTAIN (ANGELES),35
70522,/camping/table-mountain-inyo/r/facilityDetails.do?contractCode=NRSO&parkId=70522,TABLE MOUNTAIN (INYO),0
120095,/camping/tahoe-sra/r/facilityDetails.do?contractCode=CA&parkId=120095,TAHOE SRA,0
70180,/camping/tanglewood-group-camp/r/facilityDetails.do?contractCode=NRSO&parkId=70180,TANGLEWOOD GROUP CAMP,0
70516,/camping/tannery/r/facilityDetails.do?contractCode=NRSO&parkId=70516,TANNERY,50
125740,/camping/ten-mile-campground-ca/r/facilityDetails.do?contractCode=NRSO&parkId=125740,TEN MILE CAMPGROUND (CA),0
73960,/camping/tent-peg-group/r/facilityDetails.do?contractCode=NRSO&parkId=73960,TENT PEG GROUP,0
71667,/camping/texas-flats/r/facilityDetails.do?contractCode=NRSO&parkId=71667,TEXAS FLATS,0
71570,/camping/tillie-creek/r/facilityDetails.do?contractCode=NRSO&parkId=71570,TILLIE CREEK,77
70832,/camping/trailhead-group/r/facilityDetails.do?contractCode=NRSO&parkId=70832,TRAILHEAD GROUP,0
75332,/camping/tree-of-heaven-campground/r/facilityDetails.do?contractCode=NRSO&parkId=75332,TREE OF HEAVEN CAMPGROUND,15
72331,/camping/trimmer-campground/r/facilityDetails.do?contractCode=NRSO&parkId=72331,TRIMMER CAMPGROUND,8
70349,/camping/trumbull-lake/r/facilityDetails.do?contractCode=NRSO&parkId=70349,TRUMBULL LAKE,0
70523,/camping/tuff-campground/r/facilityDetails.do?contractCode=NRSO&parkId=70523,TUFF CAMPGROUND,15
73451,/camping/tule/r/facilityDetails.do?contractCode=NRSO&parkId=73451,TULE,81
70556,/camping/tunnel-mills-ii/r/facilityDetails.do?contractCode=NRSO&parkId=70556,TUNNEL MILLS II,1
70926,/camping/tuolumne-meadows/r/facilityDetails.do?contractCode=NRSO&parkId=70926,TUOLUMNE MEADOWS,0
120096,/camping/turlock-lake-sra/r/facilityDetails.do?contractCode=CA&parkId=120096,TURLOCK LAKE SRA,44
74079,/camping/tuttletown-recreation-area/r/facilityDetails.do?contractCode=NRSO&parkId=74079,TUTTLETOWN RECREATION AREA,7
75193,/camping/twin-lakes-campground/r/facilityDetails.do?contractCode=NRSO&parkId=75193,TWIN LAKES CAMPGROUND,0
940011,/camping/two-harbors-campground/r/facilityDetails.do?contractCode=CTLN&parkId=940011,TWO HARBORS CAMPGROUND,0
75424,/camping/union-flat/r/facilityDetails.do?contractCode=NRSO&parkId=75424,UNION FLAT,4
71588,/camping/upper-billy-creek-cg/r/facilityDetails.do?contractCode=NRSO&parkId=71588,UPPER BILLY CREEK CG,0
71718,/camping/upper-little-truckee/r/facilityDetails.do?contractCode=NRSO&parkId=71718,UPPER LITTLE TRUCKEE,17
70165,/camping/upper-oso-campground/r/facilityDetails.do?contractCode=NRSO&parkId=70165,UPPER OSO CAMPGROUND,4
70925,/camping/upper-pines/r/facilityDetails.do?contractCode=NRSO&parkId=70925,UPPER PINES,0
70524,/camping/upper-sage-flat/r/facilityDetails.do?contractCode=NRSO&parkId=70524,UPPER SAGE FLAT,0
94468,/camping/upper-stony-creek-campground/r/facilityDetails.do?contractCode=NRSO&parkId=94468,UPPER STONY CREEK CAMPGROUND,11
120097,/camping/vandamme-sp/r/facilityDetails.do?contractCode=CA&parkId=120097,VANDAMME SP,0
71584,/camping/vermillion/r/facilityDetails.do?contractCode=NRSO&parkId=71584,VERMILLION,28
70924,/camping/wawona/r/facilityDetails.do?contractCode=NRSO&parkId=70924,WAWONA,0
70355,/camping/wench-creek/r/facilityDetails.do?contractCode=NRSO&parkId=70355,WENCH CREEK,0
70392,/camping/wheeler-gorge/r/facilityDetails.do?contractCode=NRSO&parkId=70392,WHEELER GORGE,36
70647,/camping/white-cloud/r/facilityDetails.do?contractCode=NRSO&parkId=70647,WHITE CLOUD,26
71539,/camping/white-river/r/facilityDetails.do?contractCode=NRSO&parkId=71539,WHITE RIVER,5
109333,/camping/whitehorse-campground/r/facilityDetails.do?contractCode=NRSO&parkId=109333,WHITEHORSE CAMPGROUND,0
70357,/camping/whitney-portal/r/facilityDetails.do?contractCode=NRSO&parkId=70357,WHITNEY PORTAL,0
73497,/camping/wild-horse-equestrian-family/r/facilityDetails.do?contractCode=NRSO&parkId=73497,WILD HORSE EQUESTRIAN FAMILY,8
75434,/camping/wild-plum/r/facilityDetails.do?contractCode=NRSO&parkId=75434,WILD PLUM,33
71585,/camping/wishon/r/facilityDetails.do?contractCode=NRSO&parkId=71585,WISHON,15
71721,/camping/wishon-bass-lake/r/facilityDetails.do?contractCode=NRSO&parkId=71721,WISHON BASS LAKE,32
70757,/camping/wolf-creek-california/r/facilityDetails.do?contractCode=NRSO&parkId=70757,WOLF CREEK CALIFORNIA,0
71520,/camping/woodcamp-campground/r/facilityDetails.do?contractCode=NRSO&parkId=71520,WOODCAMP CAMPGROUND,9
70150,/camping/wooded-hill-group/r/facilityDetails.do?contractCode=NRSO&parkId=70150,WOODED HILL GROUP,0
120098,/camping/woodson-bridge-sra/r/facilityDetails.do?contractCode=CA&parkId=120098,WOODSON BRIDGE SRA,34
1040012,/camping/woodward-reservoir-regional-park/r/facilityDetails.do?contractCode=STAN&parkId=1040012,WOODWARD RESERVOIR REGIONAL PARK,49
70152,/camping/wrights-lake/r/facilityDetails.do?contractCode=NRSO&parkId=70152,WRIGHTS LAKE,0
72430,/camping/wyandotte-a-campground/r/facilityDetails.do?contractCode=NRSO&parkId=72430,WYANDOTTE A CAMPGROUND,12
70359,/camping/yellowjacket/r/facilityDetails.do?contractCode=NRSO&parkId=70359,YELLOWJACKET,0
